句子,喜歡,憤怒,難過,驚訝,害怕,無表情
只要它的生命存在,0,0,0,0,0,1
這種力量就會不斷的顯現,0,0,0,0,0,1
誰也不能阻擋它,0,0,0,0,0,1
種子的力量是一種有耐性,0,0,0,0,0,1
長期奮鬥的力,0,0,0,0,0,1
勇往直前的力,0,0,0,0,0,1
它是不達到目的不停下來的力量,0,0,0,0,0,1
一顆種子如果不是落在肥土中,0,0,0,0,0,1
而是落在瓦片石塊堆裡,0,0,0,0,0,1
它絕不會悲哀,0,0,0,0,0,1
也不會嘆氣,0,0,0,0,0,1
因為有了阻力,0,0,0,0,0,1
才有磨練,0,0,0,0,0,1
才有進步,0,0,0,0,0,1
一開始就充滿鬥志的種子,0,0,0,0,0,1
才是堅強的種子,0,0,0,0,0,1
也只有這樣的種子,0,0,0,0,0,1
所長成的樹,0,0,0,0,0,1
才不怕風吹雨打,0,0,0,0,0,1
才可以長得高大,0,0,0,0,0,1
晏子使楚春秋時代,0,0,0,0,0,1
齊國有個著名的臣子,0,0,0,0,0,1
名叫晏嬰,0,0,0,0,0,1
他很聰明,0,0,0,0,0,1
口才也很好,0,0,0,0,0,1
大家都很敬重他,0,0,0,0,0,1
稱他為「晏子」,0,0,0,0,0,1
有一次,0,0,0,0,0,1
齊王派他去楚國,0,0,0,0,0,1
辦理一些外交的事情,0,0,0,0,0,1
他到了楚國,0,0,0,0,0,1
因為是外交官的身分,0,0,0,0,0,1
所以楚王照例派人接待,0,0,0,0,0,1
可是,0,0,0,0,0,1
接待的人看他身材很矮小,0,0,0,0,0,1
有心欺負他,0,0,0,0,0,1
故意吩咐把城牆的大門關上,0,0,0,0,0,1
要他從旁邊的小門進去,0,0,0,0,0,1
晏子走到小門前,0,0,0,0,0,1
看了看,0,0,0,0,0,1
說：「這是狗洞啊,0,0,0,0,0,1
到狗國去的人,0,0,0,0,0,1
才走狗洞,0,0,0,0,0,1
如今我到楚國來,0,0,0,0,0,1
為什麼要我進這狗洞呢,0,0,0,0,0,1
」接待的人無話可說,0,0,0,0,0,1
只好開了大門,0,0,0,0,0,1
讓他進去,0,0,0,0,0,1
楚王接見晏子的時候,0,0,0,0,0,1
看到他既矮又瘦小,0,0,0,0,0,1
輕視他是個矮子,0,0,0,0,0,1
於是帶著嘲弄的口氣問晏子：「貴國沒有人了嗎,0,0,0,0,0,1
」晏子說：「敝國面積三千方里,0,0,0,0,0,1
土地大,0,0,0,0,0,1
人口多,0,0,0,0,0,1
行人來來往往,0,0,0,0,0,1
怎麼會沒有人,0,0,0,0,0,1
」這時候楚王又嘲笑著：「貴國既然人很多,0,0,0,0,0,1
為什麼派你這樣的人來,0,0,0,0,0,1
」晏子面不改色、不慌不忙的回答：「敝國派使臣是有一定的規矩：好的人派到好的國家去,0,0,0,0,0,1
差的人派到差的國家去,0,0,0,0,0,1
我是齊國最差的人,0,0,0,0,0,1
所以才被派到楚國來,0,0,0,0,0,1
」楚王聽了晏子巧妙的答話,0,0,0,0,0,1
知道他聰明,0,0,0,0,0,1
口才又好,0,0,0,0,0,1
立刻改變態度,0,0,0,0,0,1
以禮相待,0,0,0,0,0,1
草原風光草原上,0,0,0,0,0,1
草青青,0,0,0,0,0,1
滾滾江水長又長,0,0,0,0,0,1
雪皓皓,0,0,0,0,0,1
山蒼蒼,0,0,0,0,0,1
中華河山多雄壯,0,0,0,0,0,1
青草地,0,0,0,0,0,1
山坡上,0,0,0,0,0,1
成千上萬的馬牛羊,0,0,0,0,0,1
羊兒肥,0,0,0,0,0,1
馬兒壯,0,0,0,0,0,1
潔白的羊毛似雪亮,0,0,0,0,0,1
牧羊兒,0,0,0,0,0,1
身體壯,0,0,0,0,0,1
手持長鞭,0,0,0,0,0,1
騎在馬背上,0,0,0,0,0,1
跑到東,0,0,0,0,0,1
跑到西,0,0,0,0,0,1
奔馳如電意氣揚,0,0,0,0,0,1
夕陽紅,0,0,0,0,0,1
晚風涼,0,0,0,0,0,1
成群的牛羊下山岡,0,0,0,0,0,1
草原上,0,0,0,0,0,1
黃河邊,0,0,0,0,0,1
中華河山多雄壯,0,0,0,0,0,1
不能只靠聰明有些人天資比較聰明,0,0,0,0,0,1
思想比較敏捷,0,0,0,0,0,1
學習快,0,0,0,0,0,1
成績好,0,0,0,0,0,1
大家就稱讚他：「你真聰明,0,0,0,0,0,1
」但是光靠聰明,0,0,0,0,0,1
是不是就可以成為學問家呢,0,0,0,0,0,1
王安石曾經說過一個神童的故事,0,0,0,0,0,1
就是最好的答案,0,0,0,0,0,1
過去有一個名叫方仲永的人,0,0,0,0,0,1
他五歲就會寫詩,0,0,0,0,0,1
而且寫得又快又好,0,0,0,0,0,1
當地的人都很賞識他,0,0,0,0,0,1
認為這個孩子是神童,0,0,0,0,0,1
前途無可限量,0,0,0,0,0,1
當時有些人聽說,0,0,0,0,0,1
村裡有個聰明的孩子,0,0,0,0,0,1
就去看看他,0,0,0,0,0,1
或是送些錢財給他,0,0,0,0,0,1
方仲永的父親非常得意,0,0,0,0,0,1
天天帶著他去參加宴會,0,0,0,0,0,1
方仲永的名聲很大,0,0,0,0,0,1
連王安石都知道,0,0,0,0,0,1
有一次,0,0,0,0,0,1
王安石回家鄉,0,0,0,0,0,1
經過神童住的村子,0,0,0,0,0,1
順道去拜訪他,0,0,0,0,0,1
那時候,0,0,0,0,0,1
方仲永已經十二、三歲了,0,0,0,0,0,1
王安石看到他所作的詩,0,0,0,0,0,1
已經不如從前的好,0,0,0,0,0,1
又過了七年,0,0,0,0,0,1
據說這個神童,0,0,0,0,0,1
已經和平常人一樣了,0,0,0,0,0,1
王安石在敘述這段見聞之後,0,0,0,0,0,1
說出自己的感想：方仲永原來天資高,0,0,0,0,0,1
跟平常人不一樣,0,0,0,0,0,1
可是他不好好的學習,0,0,0,0,0,1
最後還是變得跟平常人一樣了,0,0,0,0,0,1
王安石說得很對,0,0,0,0,0,1
不肯學習的人,0,0,0,0,0,1
就算天生聰明,0,0,0,0,0,1
不去學習也會變得跟平常人一樣,0,0,0,0,0,1
所以要有好的表現,0,0,0,0,0,1
必須努力用功,0,0,0,0,0,1
認真學習,0,0,0,0,0,1
才會有成就,0,0,0,0,0,1
參觀故宮博物院今天一大早,0,0,0,0,0,1
全家人到故宮博物院去參觀,0,0,0,0,0,1
故宮博物院位於臺北,0,0,0,0,0,1
是一座宮殿式的建築,0,0,0,0,0,1
裡面收藏了數萬件的藝術寶物,0,0,0,0,0,1
我們想看青銅器和玉器,0,0,0,0,0,1
而且打算要慢慢欣賞,0,0,0,0,0,1
不要走馬看花,0,0,0,0,0,1
青銅器在一樓展出,0,0,0,0,0,1
負責講解的人告訴我們,0,0,0,0,0,1
這些精美的銅器,0,0,0,0,0,1
都有五、六千年的歷史了,0,0,0,0,0,1
它們不但是一般生活的用具,0,0,0,0,0,1
而且上面還有一些文字,0,0,0,0,0,1
記載著當時所發生的大事,0,0,0,0,0,1
從這些文字,0,0,0,0,0,1
我們可以知道幾千年前的歷史,0,0,0,0,0,1
我一面看,0,0,0,0,0,1
一面忍不住的說：「做這器具的人,0,0,0,0,0,1
真了不起,0,0,0,0,0,1
」最吸引人的是玉器,0,0,0,0,0,1
像玉佛、玉如意、玉獅子等,0,0,0,0,0,1
件件都光滑細緻、生動奇妙,0,0,0,0,0,1
讓人讚不絕口,0,0,0,0,0,1
尤其是那棵舉世聞名的「翠玉白菜」,0,0,0,0,0,1
潔白的菜梗,0,0,0,0,0,1
翠綠的菜葉,0,0,0,0,0,1
菜葉上還趴著兩隻精巧的小蟲,0,0,0,0,0,1
雕得跟真的一樣,0,0,0,0,0,1
看得我目瞪口呆,0,0,0,1,0,0
而在一旁的弟弟盯著那塊油光光的「肉形石」左看右看,0,0,0,0,0,1
嘴裡還一直說：「哇,0,0,0,0,0,1
太像了,0,0,0,0,0,1
太像了,0,0,0,0,0,1
真想吃一口,0,0,0,0,0,1
」回家的路上,0,0,0,0,0,1
爸爸告訴我們,0,0,0,0,0,1
這些精美的玉器,0,0,0,0,0,1
都是玉匠用心血,0,0,0,0,0,1
一刀一刀雕琢出來的,0,0,0,0,0,1
我聽了爸爸的話,0,0,0,0,0,1
心中有說不出的感動,1,0,0,0,0,0
可是弟弟念念不忘的,0,0,0,0,0,1
卻還是他那塊「肉形石」呢,0,0,0,0,0,1
萬里長城長城,0,0,0,0,0,1
萬里長城,0,0,0,0,0,1
你像一條巨龍,0,0,0,0,0,1
盤旋在崇山峻嶺之間,0,0,0,0,0,1
鎮守著北方的城市,0,0,0,0,0,1
保衛著一望無際的大平原,0,0,0,0,0,1
長城,0,0,0,0,0,1
萬里長城,0,0,0,0,0,1
你像一條巨龍,0,0,0,0,0,1
盤旋在崇山峻嶺之間,0,0,0,0,0,1
雖然歷經了多次的戰亂,0,0,0,0,0,1
你仍然站立在高山上,0,0,0,0,0,1
長城,0,0,0,0,0,1
萬里長城,0,0,0,0,0,1
你像一條巨龍,0,0,0,0,0,1
從遙遠的外太空,0,0,0,0,0,1
可以看見你雄偉的身影,0,0,0,0,0,1
長城,0,0,0,0,0,1
萬里長城,0,0,0,0,0,1
你像一條巨龍,0,0,0,0,0,1
橫跨在北方的高山上,0,0,0,0,0,1
你像那光榮的戰士,0,0,0,0,0,1
手執長劍,0,0,0,0,0,1
保護著百姓的家園,0,0,0,0,0,1
金三角金三角是緬甸、寮國、泰國交界的地區,0,0,0,0,0,1
也是洛水和湄公河交會的地方,0,0,0,0,0,1
這兒因為四周都是高山,0,0,0,0,0,1
山形和氣候很適合種植罌粟,0,0,0,0,0,1
所以過去這裡種滿了罌粟,0,0,0,0,0,1
罌粟的花非常漂亮,0,0,0,0,0,1
長的果子很特別,0,0,0,0,0,1
用刀子把果實劃開,0,0,0,0,0,1
滴出來的汁,0,0,0,0,0,1
可以做成鴉片,0,0,0,0,0,1
鴉片有麻醉作用,0,0,0,0,0,1
可以治病,0,0,0,0,0,1
減輕病人的痛苦,0,0,0,0,0,1
因此有人把它做成毒品,0,0,0,0,0,1
讓人吸食以後,0,0,0,0,0,1
暫時麻醉身體,0,0,0,0,0,1
一旦吸食毒品,0,0,0,0,0,1
就很難戒掉,0,0,0,0,0,1
所以它帶給人很大的傷害,0,0,0,0,0,1
泰國政府為提醒民眾遠離毒品,0,0,0,0,0,1
禁止在金三角種植罌粟,0,0,0,0,0,1
同時在金三角建了一座「鴉片博物館」,0,0,0,0,0,1
館裡陳列了許多照片,0,0,0,0,0,1
有滿山遍野盛開著的罌粟花,0,0,0,0,0,1
還有罌粟花的生長過程,0,0,0,0,0,1
和製作鴉片的流程,0,0,0,0,0,1
最讓人看得觸目驚心的,0,0,0,1,0,0
就是有人因為吸食毒品,0,0,0,0,0,1
變得面黃肌瘦,0,0,0,0,0,1
皮膚枯乾,0,0,0,0,0,1
這些吸毒的人,0,0,0,0,0,1
很快就會死去,0,0,0,0,0,1
在國際的壓力下,0,0,0,0,0,1
金三角早已不種植罌粟,0,0,0,0,0,1
也不銷售毒品,0,0,0,0,0,1
人們為了健康的生活,0,0,0,0,0,1
不去碰毒品,0,0,0,0,0,1
遠離毒品,0,0,0,0,0,1
讓世界更美好,0,0,0,0,0,1
如今,0,0,0,0,0,1
金三角不再是毒品的銷售地,0,0,0,0,0,1
它搖身一變,0,0,0,0,0,1
成了世界上有名的觀光勝地,0,0,0,0,0,1
有趣的中國字漢代有個姓徐的神童,0,0,0,0,0,1
從小就聰明過人,0,0,0,0,0,1
有一天,0,0,0,0,0,1
他正在家裡看書,0,0,0,0,0,1
忽然聽見隔壁的院子裡,0,0,0,1,0,0
傳來一陣陣砍樹的聲音,0,0,0,0,0,1
趕忙放下書本跑去看,0,0,0,0,0,1
只見林大叔手裡拿著一把斧頭,0,0,0,0,0,1
正使勁的砍著院子裡的大樹,0,0,0,0,0,1
他問：「大叔,0,0,0,0,0,1
好好的一棵樹,0,0,0,0,0,1
您為什麼要砍它呢,0,0,0,0,0,1
」林大叔看了神童一眼說：「前兩天,0,0,0,0,0,1
有人告訴我,0,0,0,0,0,1
我的院子方方正正的,0,0,0,0,0,1
四面圍著牆,0,0,0,0,0,1
中間又長著這棵樹,0,0,0,0,0,1
不就成了『困』字嗎,0,0,0,0,0,1
我為了不困在裡面,0,0,0,0,0,1
這棵樹非砍不可,0,0,0,0,0,1
」神童聽完,0,0,0,0,0,1
想了想,0,0,0,0,0,1
笑著說：「大叔,1,0,0,0,0,0
要是您把樹給砍了,0,0,0,0,0,1
人卻還住在這四四方方的院子裡,0,0,0,0,0,1
那可就更糟啦,0,0,0,0,0,1
」說著,0,0,0,0,0,1
就用樹枝在地上寫了一個「囚」字,0,0,0,0,0,1
林大叔看了看,0,0,0,0,0,1
覺得很有道理,0,0,0,0,0,1
立刻放下斧頭,0,0,0,0,0,1
不再砍這棵大樹了,0,0,0,0,0,1
曹操是漢朝時的宰相,0,0,0,0,0,1
有一天,0,0,0,0,0,1
有人送他一盒酥糖,0,0,0,0,0,1
他吃了幾塊,0,0,0,0,0,1
就提筆在盒蓋上寫了「一合酥」三個字,0,0,0,0,0,1
寫完掉頭就走,0,0,0,0,0,1
大家看了,0,0,0,0,0,1
都猜不透曹操寫「一合酥」的意思,0,0,0,0,0,1
這時候,0,0,0,0,0,1
楊修來了,0,0,0,0,0,1
他看了一眼,0,0,0,0,0,1
二話不說,0,0,0,0,0,1
就吃了一塊酥糖,0,0,0,0,0,1
並且說：「別客氣,0,0,0,0,0,1
大家分著吃吧,0,0,0,0,0,1
」大家還是不敢伸手,0,0,0,0,0,1
楊修指著「一合酥」,0,0,0,0,0,1
笑著說：「宰相不是明明白白寫著『一人一口酥』嗎,1,0,0,0,0,0
大家還客氣什麼呢,0,0,0,0,0,1
孔明借箭有一回,0,0,0,0,0,1
孔明準備和吳國大將周瑜聯合起來,0,0,0,0,0,1
抵抗曹操的水軍,0,0,0,0,0,1
周瑜知道孔明智慧高,0,0,0,0,0,1
計謀多,0,0,0,0,0,1
因此對他又敬佩又嫉妒,0,0,0,0,0,1
周瑜對孔明說：「為了阻止曹操的水軍進攻,0,0,0,0,0,1
請你在十天以內,0,0,0,0,0,1
造出十萬枝箭,0,0,0,0,0,1
」孔明知道周瑜在為難他,0,0,0,0,0,1
就故意說：「十天太久了,0,0,0,0,0,1
只要三天,0,0,0,0,0,1
我就可以交上十萬枝箭了,0,0,0,0,0,1
」孔明準備了二十隻船,0,0,0,0,0,1
船中只帶了三十個士兵和一些大鼓,0,0,0,0,0,1
在船的兩邊放了很多稻草人,0,0,0,0,0,1
第二天,0,0,0,0,0,1
孔明按兵不動,0,0,0,0,0,1
到了第三天深夜裡,0,0,0,0,0,1
江上大霧茫茫,0,0,0,0,0,1
對面的東西都看不清楚,0,0,0,0,0,1
這時候,0,0,0,0,0,1
孔明下令用繩子把二十隻船連接起來,0,0,0,0,0,1
出發前進,0,0,0,0,0,1
船隻漸漸靠近曹操的水軍,0,0,0,0,0,1
孔明叫船上的士兵擊鼓大喊,0,0,0,0,0,1
他自己卻和部下飲酒談笑,0,0,0,0,0,1
有人問他：「萬一曹操真的派兵出來攻打,0,0,0,0,0,1
你怎麼辦,0,0,0,0,0,1
」孔明笑著說：「曹操天性多疑,1,0,0,0,0,0
我料定他在大霧中不敢出兵,0,0,0,0,0,1
我們放心喝酒吧,0,0,0,0,0,1
」曹操果然不敢出兵,0,0,0,0,0,1
只叫弓箭手向船上射箭,0,0,0,0,0,1
一萬多個弓箭手,0,0,0,0,0,1
射出來的箭像下雨一般,0,0,0,0,0,1
紛紛射在草人上,0,0,0,0,0,1
每隻船上大約都有五、六千枝,0,0,0,0,0,1
孔明眼看大霧漸漸消失,0,0,0,0,0,1
立刻下令收船,0,0,0,0,0,1
這時候,0,0,0,0,0,1
孔明船上的箭,0,0,0,0,0,1
早已超過十萬枝了,0,0,0,0,0,1
於是孔明命令船上的士兵齊聲高喊：「謝謝賜箭,0,0,0,0,0,1
」曹操這時候才知道中了計,0,0,0,0,0,1
孔明把那十萬多枝箭交給周瑜,0,0,0,0,0,1
周瑜只得感嘆的說：「孔明神機妙算,0,0,0,0,0,1
我實在不如他啊,0,0,0,0,0,1
竹頭木屑晉朝的陶侃是個態度認真、做事仔細的人,0,0,0,0,0,1
在他做官的時候,0,0,0,0,0,1
曾經下令給負責建造船隻的工人,0,0,0,0,0,1
要他們把鋸木頭掉下來的木屑,0,0,0,0,0,1
通通掃起來收好,0,0,0,0,0,1
當時大家只覺得麻煩,0,0,0,0,0,1
心裡覺得不高興,0,1,0,0,0,0
口中還不斷的說著：「真想不通,0,0,0,0,0,1
大人要留這些廢料做什麼,0,0,0,0,0,1
」第二年過年的時候,0,0,0,0,0,1
接連下了幾天大雪,0,0,0,0,0,1
天剛放晴,0,0,0,0,0,1
積雪開始融化,0,0,0,0,0,1
到處溼答答的,0,0,0,0,0,1
走起路來一不小心就會滑倒,0,0,0,0,0,1
這時候,0,0,0,0,0,1
陶侃叫人把原先收集的鋸木屑,0,0,0,0,0,1
拿來鋪在路面上,0,0,0,0,0,1
走起來就不容易摔跤了,0,0,0,0,0,1
這時大家才知道,0,0,0,0,0,1
當初收集木屑的目的,0,0,0,0,0,1
還有一次,0,0,0,0,0,1
宮裡建造亭子,0,0,0,0,0,1
用了大量的竹子,0,0,0,0,0,1
陶侃要工匠把用剩的竹頭,0,0,0,0,0,1
好好儲存起來,0,0,0,0,0,1
這些竹頭,0,0,0,0,0,1
堆得像一座山,0,0,0,0,0,1
把院子都堆滿了,0,0,0,0,0,1
大家一頭霧水,0,0,0,0,0,1
不太明白他的用意,0,0,0,0,0,1
心裡想著：「大人又有什麼新點子啦,0,0,0,0,0,1
」後來朝廷下令修造戰船,0,0,0,0,0,1
負責的官員,0,0,0,0,0,1
一清點材料,0,0,0,0,0,1
才發現少了釘子,0,0,0,0,0,1
急得像熱鍋上的螞蟻,0,0,0,0,0,1
陶侃說：「釘子,0,0,0,0,0,1
院子裡多得是,0,0,0,0,0,1
」大家到後院一看,0,0,0,0,0,1
原來正是用剩的竹頭,0,0,0,0,0,1
他們就用這些竹頭做成竹釘修造戰船,0,0,0,0,0,1
在一般人眼中,0,0,0,0,0,1
作用不大的木屑,0,0,0,0,0,1
還有被人當作廢物的竹頭,0,0,0,0,0,1
在急需的時候,0,0,0,0,0,1
就能派上用場,0,0,0,0,0,1
這說明了陶侃愛惜物品,0,0,0,0,0,1
才能讓物品的用途,0,0,0,0,0,1
發揮最大的功效,0,0,0,0,0,1
讚美的話我們常常聽到這樣的話：「你的字寫得好漂亮,0,0,0,0,0,1
「你把教室打掃得好乾淨,0,0,0,0,0,1
「媽媽今天燒的菜真好吃,0,0,0,0,0,1
這雖然只是一句簡單的話,0,0,0,0,0,1
卻能帶給聽的人很大的鼓舞,0,0,0,0,0,1
使人心中感受到溫馨和甜蜜,1,0,0,0,0,0
一句讚美的話,0,0,0,0,0,1
可以使一位辛勤操勞的母親,0,0,0,0,0,1
忘掉身體的疲累,0,0,0,0,0,1
一句讚美的話,0,0,0,0,0,1
可以使一個遭受挫折的小朋友,0,0,0,0,0,1
重新建立信心,0,0,0,0,0,1
一句讚美的話,0,0,0,0,0,1
可以表達你對別人的關心,0,0,0,0,0,1
使你得到更多的友誼,0,0,0,0,0,1
有人說過：「好話像蓮花,0,0,0,0,0,1
壞話像毒蛇,0,0,0,0,0,1
」在日常生活裡,0,0,0,0,0,1
一句真誠的讚美,0,0,0,0,0,1
就如同蓮花綻放一般,0,0,0,0,0,1
讓人愉快喜悅,1,0,0,0,0,0
相反的,0,0,0,0,0,1
惡毒的批評,0,1,0,0,0,0
就如同毒蛇一般,0,0,0,0,0,1
讓人害怕厭惡,0,0,0,0,1,0
讚美不是討好別人,0,0,0,0,0,1
而是從欣賞的角度,0,0,0,0,0,1
真誠的說出心中的感受,0,0,0,0,0,1
只要你用心留意,0,0,0,0,0,1
你會發現在我們身邊,0,0,0,0,0,1
有很多值得讚美的事物,0,0,0,0,0,1
一個孝順父母的同學,0,0,0,0,0,1
值得我們讚美,0,0,0,0,0,1
一個認真負責的值日生,0,0,0,0,0,1
值得我們讚美,0,0,0,0,0,1
一個謙虛有禮的孩子,0,0,0,0,0,1
值得我們讚美,0,0,0,0,0,1
每個人都有他的長處,0,0,0,0,0,1
當你學會讚美別人的時候,0,0,0,0,0,1
就表示你懂得欣賞別人的優點,0,0,0,0,0,1
而且能當作自己學習的榜樣,0,0,0,0,0,1
你不但鼓勵了別人,0,0,0,0,0,1
也幫助自己成長,0,0,0,0,0,1
飲水思源星期天天氣很晴朗,0,0,0,0,0,1
爸爸騎著摩托車帶我去漂排看伯父,0,0,0,0,0,1
車子走在彎曲的大路上,0,0,0,0,0,1
路面很平整,0,0,0,0,0,1
路旁開滿了黃花,0,0,0,0,0,1
迎風招展,0,0,0,0,0,1
搖出美麗的姿態,0,0,0,0,0,1
我對爸爸說：「這條路又寬廣又平坦,0,0,0,0,0,1
真好走,0,0,0,0,0,1
」爸爸說：「三十年前這裡可是石塊和泥土混合的路,0,0,0,0,0,1
行人很難走,0,0,0,0,0,1
車子更難走,0,0,0,0,0,1
」「什麼時候才有這麼漂亮的路呢,0,0,0,0,0,1
」我急著問爸爸,0,0,0,0,0,1
爸爸不急不緩的說：「這要感謝中華民國政府和泰國政府,0,0,0,0,0,1
」爸爸說,0,0,0,0,0,1
因為泰北都是山地,0,0,0,0,0,1
每一個村落又隔得很遠,0,0,0,0,0,1
交通非常不方便,0,0,0,0,0,1
通訊也很差,0,0,0,0,0,1
所以這裡生產的農作物,0,0,0,0,0,1
都很難送到城市去賣,0,0,0,0,0,1
爸爸又指著道路說,0,0,0,0,0,1
從滿星疊到漂排有十幾公里,0,0,0,0,0,1
當初幸好中華民國政府出錢幫我們修築了這條馬路,0,0,0,0,0,1
我們才方便把山上的農作物運到山下去賣,0,0,0,0,0,1
現在又在泰國政府的協助下,0,0,0,0,0,1
把馬路翻修得更加寬敞平坦了,0,0,0,0,0,1
接著,0,0,0,0,0,1
爸爸望著我說：「以前這裡都沒有電的,0,0,0,0,0,1
晚上當然沒有電燈可用了,0,0,0,0,0,1
二十年前,0,0,0,0,0,1
因為修好了這條道路,0,0,0,0,0,1
泰國政府大力配合,0,0,0,0,0,1
支付一些經費,0,0,0,0,0,1
為村莊配送電力,0,0,0,0,0,1
現在才能有水有電,0,0,0,0,0,1
泰北生活也大大的改善了,0,0,0,0,0,1
」原來以前的人們,0,0,0,0,0,1
生活在沒有道路,0,0,0,0,0,1
沒有水電的環境裡,0,0,0,0,0,1
我們現在真是太幸福了,1,0,0,0,0,0
爸爸看到我快樂的樣子,1,0,0,0,0,0
又補充說：「你是幸運的一代,0,0,0,0,0,1
我們不但要珍惜現在的資源,0,0,0,0,0,1
也要懂得飲水思源啊,0,0,0,0,0,1
自由女神在美國紐約市的海灣,0,0,0,0,0,1
有一個叫愛利絲的小島,0,0,0,0,0,1
旁邊的自由島上有一座高大的自由女神像,0,0,0,0,0,1
每位到紐約的遊客,0,0,0,0,0,1
都想要乘坐渡輪,0,0,0,0,0,1
觀看女神的風采,0,0,0,0,0,1
純白的女神像,0,0,0,0,0,1
站在十層樓高的平臺上,0,0,0,0,0,1
身上穿著長袍,0,0,0,0,0,1
右手舉著火炬,0,0,0,0,0,1
頭上有一圈放射狀的光芒,0,0,0,0,0,1
她的雙眼遠遠望向天邊,0,0,0,0,0,1
面容帶著堅定的神情,0,0,0,0,0,1
這座世界文明的女神像,0,0,0,0,0,1
是法國送給美國獨立百年紀念的禮物,0,0,0,0,0,1
代表兩國的友誼,0,0,0,0,0,1
以及「自由照亮世界」的信念,0,0,0,0,0,1
這座女神像就被稱為「自由女神」,0,0,0,0,0,1
自由女神是以鐵架為骨幹,0,0,0,0,0,1
再用厚銅板作外殼,0,0,0,0,0,1
整整費了十年的工夫,0,0,0,0,0,1
才打造完成的,0,0,0,0,0,1
從此以後,0,0,0,0,0,1
她便站在這裡,0,0,0,0,0,1
成為紐約的地標,0,0,0,0,0,1
自由女神右手拿著火炬,0,0,0,0,0,1
在她的腳邊散落著斷開來的鎖鍊,0,0,0,0,0,1
左手拿著一本刻有美國獨立日期的法典,0,0,0,0,0,1
斷開的鎖鍊象徵掙脫舊日的壓迫,0,0,0,0,0,1
法典表示爭取獨立的成功,1,0,0,0,0,0
而每個見過自由女神像的人,0,0,0,0,0,1
都不會忘記那象徵自由的火炬,0,0,0,0,0,1
女神手中的火炬,0,0,0,0,0,1
傳送著無言的鼓勵,0,0,0,0,0,1
讓渴望自由的人能堅定信心,0,0,0,0,0,1
勇往直前,0,0,0,0,0,1
愛利絲島不但是移民進入美國的門戶,0,0,0,0,0,1
也是他們揮別貧窮,0,0,0,0,0,1
開創新生活的起點,0,0,0,0,0,1
愛利絲島是許多美國人共同的回憶,0,0,0,0,0,1
火炬的光亮因此成為美國人心中永遠的精神支柱,0,0,0,0,0,1
關心別人每一個人都無法獨自生存在這個世界上,0,0,0,0,0,1
我們如果沒有父母的養育,0,0,0,0,0,1
親人的照顧,0,0,0,0,0,1
就無法長大成人,0,0,0,0,0,1
如果沒有農夫的耕種,0,0,0,0,0,1
工人的生產,0,0,0,0,0,1
我們就缺乏食物用品,0,0,0,0,0,1
沒有軍人保衛國土,0,0,0,0,0,1
警察維持治安,0,0,0,0,0,1
我們的生命安全就沒有保障,0,0,0,0,0,1
沒有醫生診治疾病,0,0,0,0,0,1
老師教誨指導,0,0,0,0,0,1
我們的身心就不能健全發展,0,0,0,0,0,1
所以我們每一個人都曾得到別人的好處,0,0,0,0,0,1
就以同學們的日常生活來說,0,0,0,0,0,1
你吃的食物,0,0,0,0,0,1
穿的衣服,0,0,0,0,0,1
睡的床鋪,0,0,0,0,0,1
搭的車子,0,0,0,0,0,1
坐的桌椅,0,0,0,0,0,1
用的紙筆……,0,0,0,0,0,1
都是你或你的家人自己做的嗎,0,0,0,0,0,1
當然不是,0,0,0,0,0,1
這些東西大都是別人做的,0,0,0,0,0,1
可是你卻使用它們,0,0,0,0,0,1
所以說：我們隨時隨地都得到別人的好處,0,0,0,0,0,1
既然我們從別人的身上得到很多好處,0,0,0,0,0,1
那麼,0,0,0,0,0,1
我們不管做什麼工作,0,0,0,0,0,1
也應該盡到自己的本分,0,0,0,0,0,1
貢獻自己的力量,0,0,0,0,0,1
來幫助別人,0,0,0,0,0,1
