ID,article,que,rule,que_transfer,ans,ans_word
865,立刻_d1 濺_v1 起_v2 好_a1 幾丈_m1 高_a2 的_uj1 煙霧_物1,立刻濺起好幾仗高的什麼,d1 + v1 + v2 + a1 + m1 + a2 + uj1 + 物1,d1 + v1 + v2 + a1 + a2 + uj1 + 什麼,物1,煙霧
868,這種_r1 美麗_a1 的_uj1 景色_物1,這種美麗的什麼,r1 + a1 + uj1 + 物1,r1 + a1 + uj1 + 什麼,物1,景色
869,恐怕_d1 只有_c1 在_p1 海邊_地1 才能_v1 看到_v2 吧_y1,恐怕只有在哪裡才能看到吧,d1 + c1 + p1 + 地1 + v1 + v2 + y1,d1 + c1 + p1 + 哪裡 + v1 + v2 + y1,地1,海邊
870,車子_物1 前方_f1 出現_v1 一座_m1 小島_地1,什麼東西的前方出現一座小島,物1 + f1 + v1 + m1 + 地1,什麼東西 + f1 + v1 + m1 + 地1,物1,車子
874,小島_地1 三面_mq1 都_d1 被_p1 海水_物1 圍繞_v1,哪裡三面都被海水圍繞,地1 + mq1 + d1 + p1 + 物1 + v1,哪裡 + mq1 + d1 + p1 + 物1 + v1,地1,小島
875,小島_地1 三面_mq1 都_d1 被_p1 海水_物1 圍繞_v1,小島三面都被什麼圍繞,地1 + mq1 + d1 + p1 + 物1 + v1,地1 + mq1 + d1 + p1 + 什麼 + v1,物1,海水
876,像是_v1 站_v2 在_p1 海中_地1 的_uj1 巨人_物1,像是站在哪裡的巨人,v1 + v2 + p1 + 地1 + uj1 + 物1,v1 + v2 + p1 + 哪裡 + uj1 + 物1,地1,海中
877,最_d1 後_nr1 車子_物1 停_v1 在_p1 海邊_地1,最後什麼停在海邊,d1 + nr1 + 物1 + v1 + p1 + 地1,d1 + nr1 + 什麼 + v1 + p1 + 地1,物1,車子
878,最_d1 後_nr1 車子_物1 停_v1 在_p1 海邊_地1,最後車子停在哪裡,d1 + nr1 + 物1 + v1 + p1 + 地1,d1 + nr1 + 物1 + v1 + p1 + 哪裡,地1,海邊
881,我_人1 站_v1 在_p1 高台_地1,我站在哪裡,人1 + v1 + p1 + 地1,人1 + v1 + p1 + 哪裡,地1,高台
882,耳邊_s1 聽到_v1 的_uj1 是_v2 呼呼_v3 的_uj2 風聲_物1,耳邊聽到的是呼呼的什麼,s1 + v1 + uj1 + v2 + v3 + uj2 + 物1,s1 + v1 + uj1 + uj1 + v2 + v3 + 什麼,物1,風聲
883,讓_v1 我_人1 覺得_v2 大自然_d1 真_d2 偉大_a1,讓誰覺得大自然真偉大,v1 + 人1 + v2 + d1 + d2 + a1,v1 + 誰 + v2 + d1 + d2 + a1,人1,我
884,爸爸_人1 帶_v1 我們_人2 去_v2 阿里山_地1 看日出_事1,誰帶我們去阿里山看日出,人1 + v1 + 人2 + v2 + 地1 + 事1,誰 + v1 + 人2 + v2 + 地1 + 事1,人1,爸爸
885,爸爸_人1 帶_v1 我們_人2 去_v2 阿里山_地1 看日出_事1,爸爸帶我們去哪裡看日出,人1 + v1 + 人2 + v2 + 地1 + 事1,人1 + v1 + 人2 + v2 + 哪裡 + 事1,地1,阿里山
886,爸爸_人1 帶_v1 我們_人2 去_v2 阿里山_地1 看日出_事1,爸爸帶我們去阿里山做什麼事情,人1 + v1 + 人2 + v2 + 地1 + 事1,人1 + v1 + 人2 + v2 + 地1 + 什麼事情,事1,看日出
887,旅社_n1 的_uj1 服務員_人1 用_p1 電話_物1 叫_v1 我們_人2 起床_事1,旅社的誰用電話叫我們起床,n1 + uj1 + 人1 + p1 + 物1 + v1 + 人2 + 事1,n1 + uj1 + 誰 + p1 + 物1 + v1 + 人2 + 事1,人1,服務員
888,旅社_n1 的_uj1 服務員_人1 用_p1 電話_物1 叫_v1 我們_人2 起床_事1,旅社的服務員用什麼叫我們起床,n1 + uj1 + 人1 + p1 + 物1 + v1 + 人2 + 事1,n1 + uj1 + 人1 + p1 + 什麼 + v1 + 人2 + 事1,物1,電話
889,旅社_n1 的_uj1 服務員_人1 用_p1 電話_物1 叫_v1 我們_人2 起床_事1,旅社的服務員用電話叫我們做什麼事情,n1 + uj1 + 人1 + p1 + 物1 + v1 + 人2 + 事1,n1 + uj1 + 人1 + p1 + 物1 + v1 + 人2 + 什麼事情,事1,起床
890,我們_人1 吃_v1 了_ul1 簡便_a1 的_uj1 早餐_物1,誰吃了簡便的早餐,人1 + v1 + ul1 + a1 + uj1 + 物1,誰 + v1 + ul1 + a1 + uj1 + 物1,人1,我們
891,我們_人1 吃_v1 了_ul1 簡便_a1 的_uj1 早餐_物1,我們吃了簡便的什麼,人1 + v1 + ul1 + a1 + uj1 + 物1,人1 + v1 + ul1 + a1 + uj1 + 什麼,物1,早餐
892,就_d1 跟著_v1 大家_人1 一同_d2 到_v2 山上_地1 看日出_事1,就跟著誰一同到山上看日出,d1 + v1 + 人1 + d2 + v2 + 地1 + 事1,d1 + v1 + 誰 + d2 + v2 + 地1 + 事1,人1,大家
893,就_d1 跟著_v1 大家_人1 一同_d2 到_v2 山上_地1 看日出_事1,就跟著大家一同到哪裡看日出,d1 + v1 + 人1 + d2 + v2 + 地1 + 事1,d1 + v1 + 人1 + d2 + v2 + 哪裡 + 事1,地1,山上
894,就_d1 跟著_v1 大家_人1 一同_d2 到_v2 山上_地1 看日出_事1,就跟著大家一同到山上做什麼事情,d1 + v1 + 人1 + d2 + v2 + 地1 + 事1,d1 + v1 + 人1 + d2 + v2 + 地1 + 什麼事情,事1,看日出
895,只有_c1 附近_f1 幾戶_m1 人家_n1 亮著_v1 燈火_物1,只在附近幾戶人家亮著什麼?,c1 + f1 + m1 + n1 + v1 + 物1,f1 + m1 + n1 + v1 + 什麼,物1,燈火
896,車子_物1 停_v1 在_p1 阿里山_地1 上_f1,什麼停在阿里山上,物1 + v1 + p1 + 地1 + f1,什麼 + v1 + p1 + 地1 + f1,物1,車子
897,車子_物1 停_v1 在_p1 阿里山_地1 上_f1,車子停在哪裡,物1 + v1 + p1 + 地1 + f1,物1 + v1 + p1 + 哪裡,地1,阿里山
898,才_d1 知道_v1 車外_地1 早已_d2 擠滿_v2 了_ul1 看日出_事1 的_uj1 遊客_人1,才知道車外早已擠滿了做什麼事情的遊客,d1 + v1 + 地1 + d2 + v2 + ul1 + 事1 + uj1 + 人1,d1 + v1 + 地1 + d2 + v2 + ul1 + 什麼事情 + uj1 + 人1,事1,看日出
899,才_d1 知道_v1 車外_地1 早已_d2 擠滿_v2 了_ul1 看日出_事1 的_uj1 遊客_人1,才知道車外早已擠滿了看日出的誰,d1 + v1 + 地1 + d2 + v2 + ul1 + 事1 + uj1 + 人1,d1 + v1 + 地1 + d2 + v2 + ul1 + 事1 + uj1 + 誰,人1,遊客
900,靜靜_z1 等待_事1 日出_事2,靜靜等待什麼事情?,z1 + 事1 + 事2,z1 + 事1 + 什麼事情,事2,日出
901,層_q1 浮雲_物1 的_uj1 背_v1 後_nr1 透出_v2 紅紅_nr2 的_uj2 亮光_物2,層層什麼的背後，透出紅紅的亮光,q1 + 物1 + uj1 + v1 + nr1 + v2 + nr2 + uj2 + 物2,q1 + q1 + 什麼 + uj1 + v1 + nr1 + v2 + nr2 + uj1 + 物2,物1,浮雲
902,層_q1 浮雲_物1 的_uj1 背_v1 後_nr1 透出_v2 紅紅_nr2 的_uj2 亮光_物2,層層浮雲的背後，透出紅紅的什麼,q1 + 物1 + uj1 + v1 + nr1 + v2 + nr2 + uj2 + 物2,q1 + q1 + 物1 + uj1 + uj1 + v1 + nr1 + v2 + nr2 + 什麼,物2,亮光
903,日出_事1 的_uj1 奇景_物1 就要_d1 登場_v1 了_ul1,日出的什麼就要登場了?,事1 + uj1 + 物1 + d1 + v1 + ul1,事1 + uj1 + 什麼 + d1 + v1 + ul1,物1,奇景
904,看到_v1 天上_s1 的_uj1 灰雲_物1 轉換_v2 成紫雲_物2,看到天上的什麼轉換成紫雲,v1 + s1 + uj1 + 物1 + v2 + 物2,v1 + s1 + uj1 + 什麼 + v2 + 物2,物1,灰雲
905,看到_v1 天上_s1 的_uj1 灰雲_物1 轉換_v2 成紫雲_物2,看到天上的灰雲轉換成什麼,v1 + s1 + uj1 + 物1 + v2 + 物2,v1 + s1 + uj1 + 物1 + v2 + 什麼,物2,成紫雲
906,紫雲_物1 又_d1 轉換_v1 成_d2 紅雲_物2,什麼又轉換成紅雲,物1 + d1 + v1 + d2 + 物2,什麼 + d1 + v1 + d2 + 物2,物1,紫雲
907,紫雲_物1 又_d1 轉換_v1 成_d2 紅雲_物2,紫雲又轉換成什麼,物1 + d1 + v1 + d2 + 物2,物1 + d1 + v1 + d2 + 什麼,物2,紅雲
908,紅雲_物1 漸漸_d1 變成_v1 橘色_n1 的_uj1 雲_物2,什麼漸漸變成橘色的雲,物1 + d1 + v1 + n1 + uj1 + 物2,什麼 + d1 + v1 + n1 + uj1 + 物2,物1,紅雲
909,紅雲_物1 漸漸_d1 變成_v1 橘色_n1 的_uj1 雲_物2,紅雲漸漸變成橘色的什麼,物1 + d1 + v1 + n1 + uj1 + 物2,物1 + d1 + v1 + n1 + uj1 + 什麼,物2,雲
910,雲_物1 的_uj1 四周_m1 閃耀_v1 著_n1 金光_nr1,什麼的四周閃耀著金光,物1 + uj1 + m1 + v1 + n1 + nr1,什麼 + uj1 + m1 + v1 + n1 + nr1,物1,雲
913,升起_v1 一個_m1 圓圓_z1 的_uj1 火球_物1,升起一個圓圓的什麼,v1 + m1 + z1 + uj1 + 物1,v1 + m1 + z1 + uj1 + 什麼,物1,火球
918,山_n1 的_uj1 另_r1 一邊_s1 白雲_物1 湧起_v1,山的另一邊什麼湧起,n1 + uj1 + r1 + s1 + 物1 + v1,n1 + uj1 + r1 + s1 + 什麼 + v1,物1,白雲
919,爺爺_人1 常_d1 牽著_v1 我_人2 的_uj1 手_物1,誰常牽著我的手,人1 + d1 + v1 + 人2 + uj1 + 物1,誰 + d1 + v1 + 人2 + uj1 + 物1,人1,爺爺
920,爺爺_人1 常_d1 牽著_v1 我_人2 的_uj1 手_物1,爺爺常牽著誰的手,人1 + d1 + v1 + 人2 + uj1 + 物1,人1 + d1 + v1 + 誰 + uj1 + 物1,人2,我
921,帶_v1 我_人1 到_v2 湖邊_地1 散步_n1,帶我到哪裡散步,v1 + 人1 + v2 + 地1 + n1,v1 + 人1 + v2 + 哪裡 + n1,地1,湖邊
927,這裡_r1 有_v1 一_m1 大片_n1 平地_地1,這裡有一大片什麼地方,r1 + v1 + m1 + n1 + 地1,r1 + v1 + m1 + n1 + 什麼地方,地1,平地
928,可以_c1 提供_v1 我們_人1 種植_事1,可以提供我們做什麼事情,c1 + v1 + 人1 + 事1,c1 + v1 + 人1 + 什麼事情,事1,種植
929,我們_人1 是_v1 很_d1 有_v2 福氣_物1 的_uj1 一群_m1 人_人2,我們是很有什麼的一群人,人1 + v1 + d1 + v2 + 物1 + uj1 + m1 + 人2,人1 + v1 + d1 + v2 + 什麼 + uj1 + m1 + 人2,物1,福氣
930,我_人1 看_v1 爺爺_人2 總_b1 是_v2 讚美_v3 這_r1 個_q1 地方_地1,我看誰總是讚美這個地方,人1 + v1 + 人2 + b1 + v2 + v3 + r1 + q1 + 地1,人1 + v1 + 誰 + b1 + v2 + v3 + r1 + q1 + 地1,人2,爺爺
931,可_v1 是_v2 我_人1 多麼_r1 希望_v3 能住_v4 在_p1 清邁_地1,可是我多麼希望能住在哪裡,v1 + v2 + 人1 + r1 + v3 + v4 + p1 + 地1,v1 + v2 + 人1 + r1 + v3 + v4 + p1 + 哪裡,地1,清邁
932,因為_c1 清邁_地1 被_p1 稱為_v1 玫瑰_n1 之_u1 都_d1,因為哪裡被稱為玫瑰之都,c1 + 地1 + p1 + v1 + n1 + u1 + d1,c1 + 哪裡 + p1 + v1 + n1 + u1 + d1,地1,清邁
933,我_人1 慢慢_d1 長_a1 大_a2 了_ul1 開始_v1 懂得_v2 爺爺_人2 的_uj1 心情_n1,誰慢慢長大了，開始懂得爺爺的心情,人1 + d1 + a1 + a2 + ul1 + v1 + v2 + 人2 + uj1 + n1,誰 + d1 + a1 + a2 + ul1 + v1 + v2 + 人2 + uj1 + n1,人1,我
934,我_人1 慢慢_d1 長_a1 大_a2 了_ul1 開始_v1 懂得_v2 爺爺_人2 的_uj1 心情_n1,我慢慢長大了，開始懂得誰的心情,人1 + d1 + a1 + a2 + ul1 + v1 + v2 + 人2 + uj1 + n1,人1 + d1 + a1 + a2 + ul1 + v1 + v2 + 誰 + uj1 + n1,人2,爺爺
935,爺爺_人1 是_v1 在_p1 一九四九年_時1 離開_v2 家鄉_地1 的_uj1,誰是在一九四九年離開家鄉的?,人1 + v1 + p1 + 時1 + v2 + 地1 + uj1,誰 + v1 + p1 + 時1 + v2 + 地1 + uj1,人1,爺爺
936,爺爺_人1 是_v1 在_p1 一九四九年_時1 離開_v2 家鄉_地1 的_uj1,爺爺是在何時離開家鄉的?,人1 + v1 + p1 + 時1 + v2 + 地1 + uj1,人1 + v1 + p1 + 何時 + v2 + 地1 + uj1,時1,一九四九年
937,當時_t1 會_v1 離開_v2 自己_r1 生_vn1 長_a1 的_uj1 地方_地1 是_v3 因為_c1 戰爭_事1,當時會離開自己生長的地方，是因為什麼事情?,t1 + v1 + v2 + r1 + vn1 + a1 + uj1 + 地1 + v3 + c1 + 事1,t1 + v1 + v2 + r1 + vn1 + a1 + uj1 + 地1 + v3 + c1 + 什麼事情,事1,戰爭
941,爺爺_人1 跟隨_v1 軍隊_n1 離開_v2 了_ul1 家鄉_地1,誰跟隨軍隊離開了家鄉,人1 + v1 + n1 + v2 + ul1 + 地1,誰 + v1 + n1 + v2 + ul1 + 地1,人1,爺爺
942,再_d1 跟著_v1 部隊_n1 從_p1 雲南_地1 撤退_事1 到_v2 緬甸_地2,再跟著部隊從雲南撤退到哪裡,d1 + v1 + n1 + p1 + 地1 + 事1 + v2 + 地2,d1 + v1 + n1 + p1 + 地1 + 事1 + v2 + 哪裡,地2,緬甸
943,然_r1 後_nr1 從_p1 緬甸_地1 撤退_事1 到_v1 泰北_地2,然後從緬甸撤隊到哪裡,r1 + nr1 + p1 + 地1 + 事1 + v1 + 地2,r1 + nr1 + p1 + 地1 + v1 + 哪裡,地2,泰北
947,等_u1 戰爭_事1 結束_v1 了_ul1,等什麼事情結束了,u1 + 事1 + v1 + ul1,u1 + 什麼事情 + v1 + ul1,事1,戰爭
948,爺爺_人1 就_d1 定居_v1 在_p1 大谷地_地1,誰就定居在大谷地,人1 + d1 + v1 + p1 + 地1,誰 + d1 + v1 + p1 + 地1,人1,爺爺
949,爺爺_人1 就_d1 定居_v1 在_p1 大谷地_地1,爺爺就定居在什麼地方,人1 + d1 + v1 + p1 + 地1,人1 + d1 + v1 + p1 + 什麼地方,地1,大谷地
950,爺爺_人1 和_c1 朋友_人2 在_p1 這裡_r1 住_v1 了_ul1 六十多年_時1 了_ul2,誰和朋友在這裡住了六十多年了,人1 + c1 + 人2 + p1 + r1 + v1 + ul1 + 時1 + ul2,誰 + c1 + 人2 + p1 + r1 + v1 + ul1 + 時1 + ul1,人1,爺爺
951,爺爺_人1 和_c1 朋友_人2 在_p1 這裡_r1 住_v1 了_ul1 六十多年_時1 了_ul2,爺爺和誰在這裡住了六十多年了,人1 + c1 + 人2 + p1 + r1 + v1 + ul1 + 時1 + ul2,人1 + c1 + 誰 + p1 + r1 + v1 + ul1 + 時1 + ul1,人2,朋友
952,爺爺_人1 和_c1 朋友_人2 在_p1 這裡_r1 住_v1 了_ul1 六十多年_時1 了_ul2,爺爺和朋友在這裡住了多久了,人1 + c1 + 人2 + p1 + r1 + v1 + ul1 + 時1 + ul2,人1 + c1 + 人2 + p1 + r1 + v1 + ul1 + 多久 + ul1,時1,六十多年
955,他們_人1 在_p1 這裡_r1 開墾_事1,他們在這裡做什麼事情,人1 + p1 + r1 + 事1,人1 + p1 + r1 + 什麼事情,事1,開墾
957,這_zg1 裡_f1 當然_d1 是_v1 我_人1 的_uj1 家鄉_地1,這裡當然是我的什麼地方,zg1 + f1 + d1 + v1 + 人1 + uj1 + 地1,zg1 + f1 + d1 + v1 + 人1 + uj1 + 什麼地方,地1,家鄉
958,勤勞_人1 和_c1 懶惰_人2 都_d1 喜歡_v1 跟_p1 人_人3 做朋友_事1,誰和懶惰，都喜歡跟人做朋友,人1 + c1 + 人2 + d1 + v1 + p1 + 人3 + 事1,誰 + c1 + 人2 + d1 + v1 + p1 + 人3 + 事1,人1,勤勞
959,勤勞_人1 和_c1 懶惰_人2 都_d1 喜歡_v1 跟_p1 人_人3 做朋友_事1,勤勞和誰，都喜歡跟人做朋友,人1 + c1 + 人2 + d1 + v1 + p1 + 人3 + 事1,人1 + c1 + 誰 + d1 + v1 + p1 + 人3 + 事1,人2,懶惰
960,農人_人1 和_c1 勤勞_人2 做_v1 朋友_n1 就_d1 可以_c2 收穫_v2 豐_nr1 富_a1,誰和勤勞做朋友，就可以收穫豐富,人1 + c1 + 人2 + v1 + n1 + d1 + c2 + v2 + nr1 + a1,誰 + c1 + 人2 + v1 + n1 + d1 + c2 + v2 + nr1 + a1,人1,農人
961,農人_人1 和_c1 勤勞_人2 做_v1 朋友_n1 就_d1 可以_c2 收穫_v2 豐_nr1 富_a1,農人和誰做朋友，就可以收穫豐富,人1 + c1 + 人2 + v1 + n1 + d1 + c2 + v2 + nr1 + a1,人1 + c1 + 誰 + v1 + n1 + d1 + c2 + v2 + nr1 + a1,人2,勤勞
962,勤勞_人1 和_c1 工人_人2 做朋友_事1 工人_人3 就_d1 可以_c2 生產_vn1 出_v1 精美_a1 的_uj1 產品_物1,誰和工人做朋友，工人就可以生產出精美的產品,人1 + c1 + 人2 + 事1 + 人3 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,誰 + c1 + 人2 + 事1 + 人2 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人1,勤勞
963,勤勞_人1 和_c1 工人_人2 做朋友_事1 工人_人3 就_d1 可以_c2 生產_vn1 出_v1 精美_a1 的_uj1 產品_物1,勤勞和誰做朋友，工人就可以生產出精美的產品,人1 + c1 + 人2 + 事1 + 人3 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人1 + c1 + 誰 + 事1 + 人2 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人2,工人
964,勤勞_人1 和_c1 工人_人2 做朋友_事1 工人_人3 就_d1 可以_c2 生產_vn1 出_v1 精美_a1 的_uj1 產品_物1,勤勞和工人做什麼事情，工人就可以生產出精美的產品,人1 + c1 + 人2 + 事1 + 人3 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人1 + c1 + 人2 + 什麼事情 + 人2 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,事1,做朋友
965,勤勞_人1 和_c1 工人_人2 做朋友_事1 工人_人3 就_d1 可以_c2 生產_vn1 出_v1 精美_a1 的_uj1 產品_物1,勤勞和工人做朋友，誰就可以生產出精美的產品,人1 + c1 + 人2 + 事1 + 人3 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人1 + c1 + 人2 + 事1 + 誰 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人3,工人
966,勤勞_人1 和_c1 工人_人2 做朋友_事1 工人_人3 就_d1 可以_c2 生產_vn1 出_v1 精美_a1 的_uj1 產品_物1,勤勞和工人做朋友，工人就可以生產出精美的什麼,人1 + c1 + 人2 + 事1 + 人3 + d1 + c2 + vn1 + v1 + a1 + uj1 + 物1,人1 + c1 + 人2 + 人2 + 事1 + 誰 + d1 + c2 + vn1 + v1 + a1 + uj1,人3,工人
967,勤勞_人1 和_c1 商人_人2 做朋友_事1 商人_人3 的_uj1 貨物_物1 就_d1 可以_c2 流通_vn1,誰和商人做朋友，商人的貨物就可以流通,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + vn1,誰 + c1 + 人2 + 事1 + 人2 + uj1 + 物1 + d1 + c2 + vn1,人1,勤勞
968,勤勞_人1 和_c1 商人_人2 做朋友_事1 商人_人3 的_uj1 貨物_物1 就_d1 可以_c2 流通_vn1,勤勞和誰做朋友，商人的貨物就可以流通,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + vn1,人1 + c1 + 誰 + 事1 + 人2 + uj1 + 物1 + d1 + c2 + vn1,人2,商人
969,勤勞_人1 和_c1 商人_人2 做朋友_事1 商人_人3 的_uj1 貨物_物1 就_d1 可以_c2 流通_vn1,勤勞和商人做朋友，誰的貨物就可以流通,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + vn1,人1 + c1 + 人2 + 事1 + 誰 + uj1 + 物1 + d1 + c2 + vn1,人3,商人
970,勤勞_人1 和_c1 商人_人2 做朋友_事1 商人_人3 的_uj1 貨物_物1 就_d1 可以_c2 流通_vn1,勤勞和商人做朋友，商人的什麼就可以流通,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + vn1,人1 + c1 + 人2 + 事1 + 人2 + uj1 + 什麼 + d1 + c2 + vn1,物1,貨物
971,學生_人1 和_c1 勤勞_人2 做朋友_事1 學生_人3 的_uj1 成績_物1 就_d1 可以_c2 進步_事2,誰和勤勞做朋友，學生的成績就可以進步,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + 事2,誰 + c1 + 人2 + 事1 + 人1 + uj1 + 物1 + d1 + c2 + 事2,人1,學生
972,學生_人1 和_c1 勤勞_人2 做朋友_事1 學生_人3 的_uj1 成績_物1 就_d1 可以_c2 進步_事2,學生和誰做朋友，學生的成績就可以進步,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + 事2,人1 + c1 + 誰 + 事1 + 人1 + uj1 + 物1 + d1 + c2 + 事2,人2,勤勞
973,學生_人1 和_c1 勤勞_人2 做朋友_事1 學生_人3 的_uj1 成績_物1 就_d1 可以_c2 進步_事2,學生和勤勞做朋友，誰的成績就可以進步,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + 事2,人1 + c1 + 人2 + 事1 + 誰 + uj1 + 物1 + d1 + c2 + 事2,人3,學生
974,學生_人1 和_c1 勤勞_人2 做朋友_事1 學生_人3 的_uj1 成績_物1 就_d1 可以_c2 進步_事2,學生和勤勞做朋友，學生的什麼就可以進步,人1 + c1 + 人2 + 事1 + 人3 + uj1 + 物1 + d1 + c2 + 事2,人1 + c1 + 人2 + 事1 + 人1 + uj1 + 什麼 + d1 + c2 + 事2,物1,成績
975,勤勞_人1 和_c1 我們_人2 做朋友_事1 可以_c2 帶給_v1 我們_人3 成功_物1 的_uj1 快樂_物2,誰和我們做朋友，可以帶給我們成功的快樂,人1 + c1 + 人2 + 事1 + c2 + v1 + 人3 + 物1 + uj1 + 物2,誰 + c1 + 人2 + 事1 + c2 + v1 + 人2 + 物1 + uj1 + 物2,人1,勤勞
976,勤勞_人1 和_c1 我們_人2 做朋友_事1 可以_c2 帶給_v1 我們_人3 成功_物1 的_uj1 快樂_物2,勤勞和誰做朋友，可以帶給我們成功的快樂,人1 + c1 + 人2 + 事1 + c2 + v1 + 人3 + 物1 + uj1 + 物2,人1 + c1 + 誰 + 事1 + c2 + v1 + 人2 + 物1 + uj1 + 物2,人2,我們
977,勤勞_人1 和_c1 我們_人2 做朋友_事1 可以_c2 帶給_v1 我們_人3 成功_物1 的_uj1 快樂_物2,勤勞和我們做朋友，可以帶給誰成功的快樂,人1 + c1 + 人2 + 事1 + c2 + v1 + 人3 + 物1 + uj1 + 物2,人1 + c1 + 人2 + 事1 + c2 + v1 + 誰 + 物1 + uj1 + 物2,人3,我們
978,勤勞_人1 和_c1 我們_人2 做朋友_事1 可以_c2 帶給_v1 我們_人3 成功_物1 的_uj1 快樂_物2,勤勞和我們做朋友，可以帶給我們什麼的快樂,人1 + c1 + 人2 + 事1 + c2 + v1 + 人3 + 物1 + uj1 + 物2,人1 + c1 + 人2 + 事1 + c2 + v1 + 人2 + 什麼 + uj1 + 物2,物1,成功
979,勤勞_人1 和_c1 我們_人2 做朋友_事1 可以_c2 帶給_v1 我們_人3 成功_物1 的_uj1 快樂_物2,勤勞和我們做朋友，可以帶給我們成功的什麼,人1 + c1 + 人2 + 事1 + c2 + v1 + 人3 + 物1 + uj1 + 物2,人1 + c1 + 人2 + 人2 + 事1 + c2 + v1 + 誰 + 物1 + uj1,人3,我們
980,聰明_a1 的_uj1 人_人1 都_d1 喜歡_v1 跟_p1 勤勞_人2 接近_v2,聰明的誰都喜歡跟勤勞接近,a1 + uj1 + 人1 + d1 + v1 + p1 + 人2 + v2,a1 + uj1 + 誰 + d1 + v1 + p1 + 人2 + v2,人1,人
981,聰明_a1 的_uj1 人_人1 都_d1 喜歡_v1 跟_p1 勤勞_人2 接近_v2,聰明的人都喜歡跟誰接近,a1 + uj1 + 人1 + d1 + v1 + p1 + 人2 + v2,a1 + uj1 + 人1 + d1 + v1 + p1 + 誰 + v2,人2,勤勞
982,懶惰_人1 和_c1 勤勞_人2 正好_a1 相反_v1,誰和勤勞正好相反,人1 + c1 + 人2 + a1 + v1,誰 + c1 + 人2 + a1 + v1,人1,懶惰
983,懶惰_人1 和_c1 勤勞_人2 正好_a1 相反_v1,懶惰和誰正好相反,人1 + c1 + 人2 + a1 + v1,人1 + c1 + 誰 + a1 + v1,人2,勤勞
984,農人_人1 和_c1 懶惰_人2 做朋友_事1 收穫_物1 就_d1 減_v1 少_a1,誰和懶惰做朋友，收穫就減少,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,誰 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1,農人
985,農人_人1 和_c1 懶惰_人2 做朋友_事1 收穫_物1 就_d1 減_v1 少_a1,農人和誰做朋友，收穫就減少,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1 + c1 + 誰 + 事1 + 物1 + d1 + v1 + a1,人2,懶惰
986,農人_人1 和_c1 懶惰_人2 做朋友_事1 收穫_物1 就_d1 減_v1 少_a1,農人和懶惰做朋友，什麼東西就減少,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1 + c1 + 人2 + 事1 + 什麼東西 + d1 + v1 + a1,物1,收穫
987,工人_人1 和_c1 懶惰_人2 做朋友_事1 產品_物1 就_d1 會_v1 粗陋_a1,誰和懶惰做朋友，產品就會粗陋,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,誰 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1,工人
988,工人_人1 和_c1 懶惰_人2 做朋友_事1 產品_物1 就_d1 會_v1 粗陋_a1,工人和誰做朋友，產品就會粗陋,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1 + c1 + 誰 + 事1 + 物1 + d1 + v1 + a1,人2,懶惰
989,工人_人1 和_c1 懶惰_人2 做朋友_事1 產品_物1 就_d1 會_v1 粗陋_a1,工人和懶惰做什麼事情，產品就會粗陋,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1 + c1 + 人2 + 什麼事情 + 物1 + d1 + v1 + a1,事1,做朋友
990,工人_人1 和_c1 懶惰_人2 做朋友_事1 產品_物1 就_d1 會_v1 粗陋_a1,工人和懶惰做朋友，什麼就會粗陋,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + a1,人1 + c1 + 人2 + 事1 + 什麼 + d1 + v1 + a1,物1,產品
991,商人_人1 和_c1 它_人2 做朋友_事1 業績_物1 就_d1 會_v1 減少_v2,誰和它做朋友，業績就會減少,人1 + c1 + 人2 + 事1 + 物1 + d1 + v1 + v2,誰 + c1 + 人2 + 事1 + 物1 + d1 + v1 + v2,人1,商人
